Fuel_Mdot,Tair,Treturn,Tsupply,Water_Mdot,Condition,Class
4,291,333.0000001,347.430281,5.5,%=0.25,ExcessAir
4,291,333.0000001,346.9292631,5.5,%=0.3,ExcessAir
4,291,333.0000001,346.4612316,5.5,%=0.35,ExcessAir
4,291,333.0000001,346.0230326,5.5,%=0.40,ExcessAir
4,291,333.0000001,345.6119019,5.5,%=0.45,ExcessAir
4,291,333.0000001,345.2254066,5.5,%=0.50,ExcessAir
4,291,333.0000001,348.4474789,6,%=0.05,Lean
4,291,333.0000001,347.8283995,6,%=0.1,Nominal
4,291,333.0000001,347.2562603,6,%=0.15,ExcessAir
4,291,333.0000001,346.7259178,6,%=0.20,ExcessAir
4,291,333.0000001,346.2329532,6,%=0.25,ExcessAir
4,291,333.0000001,345.7735495,6,%=0.3,ExcessAir
4,291,333.0000001,345.3443923,6,%=0.35,ExcessAir
4,291,333.0000001,344.9425898,6,%=0.40,ExcessAir
4,291,333.0000001,344.5656072,6,%=0.45,ExcessAir
4,291,333.0000001,344.2112139,6,%=0.50,ExcessAir
4,291,333.0000001,347.2639626,6.5,%=0.05,Lean
4,291,333.0000001,346.6923602,6.5,%=0.1,Nominal
4,291,333.0000001,346.1640983,6.5,%=0.15,ExcessAir
4,291,333.0000001,345.6744275,6.5,%=0.20,ExcessAir
4,291,333.0000001,345.2192681,6.5,%=0.25,ExcessAir
4,291,333.0000001,344.7950958,6.5,%=0.3,ExcessAir
4,291,333.0000001,344.3988505,6.5,%=0.35,ExcessAir
4,291,333.0000001,344.0278619,6.5,%=0.40,ExcessAir
4,291,333.0000001,343.6797898,6.5,%=0.45,ExcessAir
4,291,333.0000001,343.3525745,6.5,%=0.50,ExcessAir
4,291,333.0000001,346.2490418,7,%=0.05,Lean
4,291,333.0000001,345.7181531,7,%=0.1,Nominal
4,291,333.0000001,345.2275178,7,%=0.15,ExcessAir
4,291,333.0000001,344.7727248,7,%=0.20,ExcessAir
4,291,333.0000001,344.3499851,7,%=0.25,ExcessAir
4,291,333.0000001,343.9560253,7,%=0.3,ExcessAir
4,291,333.0000001,343.5880033,7,%=0.35,ExcessAir
4,291,333.0000001,343.243439,7,%=0.40,ExcessAir
4,291,333.0000001,342.9198153,7,%=0.45,ExcessAir
4,291,333.0000001,342.6154709,7,%=0.50,ExcessAir
4,291,333.0000001,345.3690863,7.5,%=0.05,Lean
4,291,333.0000001,344.873497,7.5,%=0.1,Nominal
4,291,333.0000001,344.4154846,7.5,%=0.15,ExcessAir
4,291,333.0000001,343.9909313,7.5,%=0.20,ExcessAir
4,291,333.0000001,343.5963,7.5,%=0.25,ExcessAir
4,291,333.0000001,343.228535,7.5,%=0.3,ExcessAir
4,291,333.0000001,342.8845889,7.5,%=0.35,ExcessAir
4,291,333.0000001,342.562474,7.5,%=0.40,ExcessAir
4,291,333.0000001,342.2602565,7.5,%=0.45,ExcessAir
4,291,333.0000001,341.9761482,7.5,%=0.50,ExcessAir
4,291,333.0000001,344.5988527,8,%=0.05,Lean
4,291,333.0000001,344.1341613,8,%=0.1,Nominal
4,291,333.0000001,343.704704,8,%=0.15,ExcessAir
4,291,333.0000001,343.3066197,8,%=0.20,ExcessAir
4,291,333.0000001,342.9362717,8,%=0.25,ExcessAir
4,291,333.0000001,342.5909409,8,%=0.3,ExcessAir
4,291,333.0000001,342.2683461,8,%=0.35,ExcessAir
4,291,333.0000001,341.9663135,8,%=0.40,ExcessAir
4,291,333.0000001,341.6829379,8,%=0.45,ExcessAir
4,291,333.0000001,341.4165423,8,%=0.50,ExcessAir
4,291,333.0000002,343.9190236,8.5,%=0.05,Lean
4,291,333.0000002,343.4816034,8.5,%=0.1,Nominal
4,291,333.0000002,343.077231,8.5,%=0.15,ExcessAir
4,291,333.0000002,342.7019719,8.5,%=0.20,ExcessAir
4,291,333.0000002,342.3531604,8.5,%=0.25,ExcessAir
4,291,333.0000002,342.0280959,8.5,%=0.3,ExcessAir
4,291,333.0000002,341.724433,8.5,%=0.35,ExcessAir
4,291,333.0000002,341.4401256,8.5,%=0.40,ExcessAir
4,291,333.0000002,341.1733803,8.5,%=0.45,ExcessAir
4,291,333.0000002,340.9226186,8.5,%=0.50,ExcessAir
4,291,333.0000002,343.3145645,9,%=0.05,Lean
4,291,333.0000002,342.9010214,9,%=0.1,Nominal
4,291,333.0000002,342.5186293,9,%=0.15,ExcessAir
4,291,333.0000002,342.164172,9,%=0.20,ExcessAir
4,291,333.0000002,341.8346963,9,%=0.25,ExcessAir
4,291,333.0000002,341.5276512,9,%=0.3,ExcessAir
4,291,333.0000002,341.2408213,9,%=0.35,ExcessAir
4,291,333.0000002,340.972274,9,%=0.40,ExcessAir
4,291,333.0000002,340.7203152,9,%=0.45,ExcessAir
4,291,333.0000002,340.483454,9,%=0.50,ExcessAir
4,291,333.0000002,342.773046,9.5,%=0.05,Lean
4,291,333.0000002,342.381013,9.5,%=0.1,Nominal
4,291,333.0000002,342.0187048,9.5,%=0.15,ExcessAir
4,291,333.0000002,341.6828643,9.5,%=0.20,ExcessAir
4,291,333.0000002,341.3706933,9.5,%=0.25,ExcessAir
4,291,333.0000002,341.0797747,9.5,%=0.3,ExcessAir
4,291,333.0000002,340.8080096,9.5,%=0.35,ExcessAir
4,291,333.0000002,340.5535669,9.5,%=0.40,ExcessAir
4,291,333.0000002,340.3148414,9.5,%=0.45,ExcessAir
4,291,333.0000002,340.0904206,9.5,%=0.50,ExcessAir
4,291,333.0000002,342.2853723,10,%=0.05,Lean
4,291,333.0000002,341.9129022,10,%=0.1,Nominal
4,291,333.0000002,341.5686735,10,%=0.15,ExcessAir
4,291,333.0000002,341.2495918,10,%=0.20,ExcessAir
4,291,333.0000002,340.9529984,10,%=0.25,ExcessAir
4,291,333.0000002,340.6765969,10,%=0.3,ExcessAir
4,291,333.0000002,340.4183931,10,%=0.35,ExcessAir
4,291,333.0000002,340.1766473,10,%=0.40,ExcessAir
4,291,333.0000002,339.9498345,10,%=0.45,ExcessAir
4,291,333.0000002,339.7366123,10,%=0.50,ExcessAir
4,291,333.0000002,341.8440559,10.5,%=0.05,Lean
4,291,333.0000002,341.489289,10.5,%=0.1,Nominal
4,291,333.0000002,341.1614213,10.5,%=0.15,ExcessAir
4,291,333.0000002,340.8575052,10.5,%=0.20,ExcessAir
4,291,333.0000002,340.5750087,10.5,%=0.25,ExcessAir
4,291,333.0000002,340.3117443,10.5,%=0.3,ExcessAir
4,291,333.0000002,340.0658127,10.5,%=0.35,ExcessAir
4,291,333.0000002,339.8355569,10.5,%=0.40,ExcessAir
4,291,333.0000002,339.6195242,10.5,%=0.45,ExcessAir
4,291,333.0000002,339.4164364,10.5,%=0.50,ExcessAir
4,291,333.0000003,341.4427868,11,%=0.05,Lean
4,291,333.0000003,341.1041166,11,%=0.1,Nominal
4,291,333.0000003,340.7911251,11,%=0.15,ExcessAir
4,291,333.0000003,340.5009985,11,%=0.20,ExcessAir
4,291,333.0000003,340.2313196,11,%=0.25,ExcessAir
4,291,333.0000003,339.9800001,11,%=0.3,ExcessAir
4,291,333.0000003,339.7452272,11,%=0.35,ExcessAir
4,291,333.0000003,339.5254186,11,%=0.40,ExcessAir
4,291,333.0000003,339.3191879,11,%=0.45,ExcessAir
4,291,333.0000003,339.1253146,11,%=0.50,ExcessAir
4,291,333.0000003,341.0763504,11.5,%=0.05,Lean
4,291,333.0000003,340.7523796,11.5,%=0.1,Nominal
4,291,333.0000003,340.452973,11.5,%=0.15,ExcessAir
4,291,333.0000003,340.1754388,11.5,%=0.20,ExcessAir
4,291,333.0000003,339.9174648,11.5,%=0.25,ExcessAir
4,291,333.0000003,339.6770535,11.5,%=0.3,ExcessAir
4,291,333.0000003,339.4524704,11.5,%=0.35,ExcessAir
4,291,333.0000003,339.2422023,11.5,%=0.40,ExcessAir
4,291,333.0000003,339.0449227,11.5,%=0.45,ExcessAir
4,291,333.0000003,338.8594641,11.5,%=0.50,ExcessAir
4,291,333.0000003,340.7403998,12,%=0.05,Lean
4,291,333.0000003,340.4299055,12,%=0.1,Nominal
4,291,333.0000003,340.1429535,12,%=0.15,ExcessAir
4,291,333.0000003,339.8769642,12,%=0.20,ExcessAir
4,291,333.0000003,339.6297213,12,%=0.25,ExcessAir
4,291,333.0000003,339.3993106,12,%=0.3,ExcessAir
4,291,333.0000003,339.1840697,12,%=0.35,ExcessAir
4,291,333.0000003,338.9825482,12,%=0.40,ExcessAir
4,291,333.0000003,338.7934749,12,%=0.45,ExcessAir
4,291,333.0000003,338.6157311,12,%=0.50,ExcessAir
4,291,333.0000003,340.4312825,12.5,%=0.05,Lean
4,291,333.0000003,340.1331882,12.5,%=0.1,Nominal
4,291,333.0000003,339.8576962,12.5,%=0.15,ExcessAir
4,291,333.0000003,339.6023296,12.5,%=0.20,ExcessAir
4,291,333.0000003,339.3649607,12.5,%=0.25,ExcessAir
4,291,333.0000003,339.1437518,12.5,%=0.3,ExcessAir
4,291,333.0000003,338.9371069,12.5,%=0.35,ExcessAir
4,291,333.0000003,338.7436334,12.5,%=0.40,ExcessAir
4,291,333.0000003,338.5621111,12.5,%=0.45,ExcessAir
4,291,333.0000003,338.3914657,12.5,%=0.50,ExcessAir
4,293,333,363.7820896,3,%=0.05,Lean
4,293,333,362.5504405,3,%=0.1,Nominal
4,293,333,361.4121674,3,%=0.15,ExcessAir
4,293,333,360.3570447,3,%=0.20,ExcessAir
4,293,333,359.3762932,3,%=0.25,ExcessAir
4,293,333,358.4623102,3,%=0.3,ExcessAir
4,293,333,357.6085065,3,%=0.35,ExcessAir
4,293,333,356.8091268,3,%=0.40,ExcessAir
4,293,333,356.0591279,3,%=0.45,ExcessAir
4,293,333,355.3540654,3,%=0.50,ExcessAir
4,293,333,359.4169479,3.5,%=0.05,Lean
4,293,333,358.3602541,3.5,%=0.1,Nominal
4,293,333,357.383685,3.5,%=0.15,ExcessAir
4,293,333,356.4784583,3.5,%=0.20,ExcessAir
4,293,333,355.6370291,3.5,%=0.25,ExcessAir
4,293,333,354.8528883,3.5,%=0.3,ExcessAir
4,293,333,354.1203785,3.5,%=0.35,ExcessAir
4,293,333,353.4345565,3.5,%=0.40,ExcessAir
4,293,333,352.7903963,3.5,%=0.45,ExcessAir
4,293,333,352.1843449,3.5,%=0.50,ExcessAir
4,293,333,356.1377182,4,%=0.05,Lean
4,293,333,355.2124656,4,%=0.1,Nominal
4,293,333,354.3573704,4,%=0.15,ExcessAir
4,293,333,353.5647459,4,%=0.20,ExcessAir
4,293,333,352.8273513,4,%=0.25,ExcessAir
4,293,333,352.1394398,4,%=0.3,ExcessAir
4,293,333,351.4968198,4,%=0.35,ExcessAir
4,293,333,350.8951609,4,%=0.40,ExcessAir
4,293,333,350.3306677,4,%=0.45,ExcessAir
4,293,333,349.7999996,4,%=0.50,ExcessAir
4,293,333,353.5840179,4.5,%=0.05,Lean
4,293,333,352.7603657,4.5,%=0.1,Nominal
4,293,333,351.9984187,4.5,%=0.15,ExcessAir
4,293,333,351.2921346,4.5,%=0.20,ExcessAir
4,293,333,350.6356289,4.5,%=0.25,ExcessAir
4,293,333,350.023818,4.5,%=0.3,ExcessAir
4,293,333,349.4522881,4.5,%=0.35,ExcessAir
4,293,333,348.9171878,4.5,%=0.40,ExcessAir
4,293,333,348.4151416,4.5,%=0.45,ExcessAir
4,293,333,347.9431787,4.5,%=0.50,ExcessAir
4,293,333.0000001,351.535954,5,%=0.05,Lean
4,293,333.0000001,350.793616,5,%=0.1,Nominal
4,293,333.0000001,350.1075641,5,%=0.15,ExcessAir
4,293,333.0000001,349.4716306,5,%=0.20,ExcessAir
4,293,333.0000001,348.880517,5,%=0.25,ExcessAir
4,293,333.0000001,348.3296463,5,%=0.3,ExcessAir
4,293,333.0000001,347.8150442,5,%=0.35,ExcessAir
4,293,333.0000001,347.3332431,5,%=0.40,ExcessAir
4,293,333.0000001,346.8812036,5,%=0.45,ExcessAir
4,293,333.0000001,346.4562508,5,%=0.50,ExcessAir
4,293,333.0000001,349.8582658,5.5,%=0.05,Lean
4,293,333.0000001,349.1831716,5.5,%=0.1,Nominal
4,293,333.0000001,348.5592649,5.5,%=0.15,ExcessAir
4,293,333.0000001,347.9809365,5.5,%=0.20,ExcessAir
4,293,333.0000001,347.443368,5.5,%=0.25,ExcessAir
4,293,333.0000001,346.942397,5.5,%=0.3,ExcessAir
4,293,333.0000001,346.4744092,5.5,%=0.35,ExcessAir
4,293,333.0000001,346.0362511,5.5,%=0.40,ExcessAir
4,293,333.0000001,345.6251587,5.5,%=0.45,ExcessAir
4,293,333.0000001,345.2386994,5.5,%=0.50,ExcessAir
4,293,333.0000001,348.4592705,6,%=0.05,Lean
4,293,333.0000001,347.8402495,6,%=0.1,Nominal
4,293,333.0000001,347.2681643,6,%=0.15,ExcessAir
4,293,333.0000001,346.7378716,6,%=0.20,ExcessAir
4,293,333.0000001,346.2449532,6,%=0.25,ExcessAir
4,293,333.0000001,345.7855925,6,%=0.3,ExcessAir
4,293,333.0000001,345.3564755,6,%=0.35,ExcessAir
4,293,333.0000001,344.9547104,6,%=0.40,ExcessAir
4,293,333.0000001,344.5777629,6,%=0.45,ExcessAir
4,293,333.0000001,344.2234025,6,%=0.50,ExcessAir
4,293,333.0000001,347.2748499,6.5,%=0.05,Lean
4,293,333.0000001,346.7033015,6.5,%=0.1,Nominal
4,293,333.0000001,346.1750893,6.5,%=0.15,ExcessAir
4,293,333.0000001,345.6854646,6.5,%=0.20,ExcessAir
4,293,333.0000001,345.2303479,6.5,%=0.25,ExcessAir
4,293,333.0000001,344.8062153,6.5,%=0.3,ExcessAir
4,293,333.0000001,344.4100069,6.5,%=0.35,ExcessAir
4,293,333.0000001,344.0390529,6.5,%=0.40,ExcessAir
4,293,333.0000001,343.6910133,6.5,%=0.45,ExcessAir
4,293,333.0000001,343.3638285,6.5,%=0.50,ExcessAir
4,293,333.0000001,346.2591536,7,%=0.05,Lean
4,293,333.0000001,345.728315,7,%=0.1,Nominal
4,293,333.0000001,345.2377259,7,%=0.15,ExcessAir
4,293,333.0000001,344.7829757,7,%=0.20,ExcessAir
4,293,333.0000001,344.3602757,7,%=0.25,ExcessAir
4,293,333.0000001,343.9663528,7,%=0.3,ExcessAir
4,293,333.0000001,343.5983651,7,%=0.35,ExcessAir
4,293,333.0000001,343.253833,7,%=0.40,ExcessAir
4,293,333.0000001,342.9302543,7,%=0.45,ExcessAir
4,293,333.0000001,342.6259382,7,%=0.50,ExcessAir
4,293,333.0000001,345.3785257,7.5,%=0.05,Lean
4,293,333.0000001,344.8829833,7.5,%=0.1,Nominal
4,293,333.0000001,344.425014,7.5,%=0.15,ExcessAir
4,293,333.0000001,344.0005006,7.5,%=0.20,ExcessAir
4,293,333.0000001,343.6059063,7.5,%=0.25,ExcessAir
4,293,333.0000001,343.2381758,7.5,%=0.3,ExcessAir
4,293,333.0000001,342.8942756,7.5,%=0.35,ExcessAir
4,293,333.0000001,342.5721907,7.5,%=0.40,ExcessAir
4,293,333.0000001,342.2700015,7.5,%=0.45,ExcessAir
4,293,333.0000001,341.9859195,7.5,%=0.50,ExcessAir
4,293,333.0000001,344.6077037,8,%=0.05,Lean
4,293,333.0000001,344.1430562,8,%=0.1,Nominal
4,293,333.0000001,343.7136393,8,%=0.15,ExcessAir
4,293,333.0000001,343.3155925,8,%=0.20,ExcessAir
4,293,333.0000001,342.945292,8,%=0.25,ExcessAir
4,293,333.0000001,342.5999936,8,%=0.3,ExcessAir
4,293,333.0000001,342.2774289,8,%=0.35,ExcessAir
4,293,333.0000001,341.9754245,8,%=0.40,ExcessAir
4,293,333.0000001,341.6920753,8,%=0.45,ExcessAir
4,293,333.0000001,341.4257045,8,%=0.50,ExcessAir
4,293,333.0000002,343.927355,8.5,%=0.05,Lean
4,293,333.0000002,343.4899762,8.5,%=0.1,Nominal
4,293,333.0000002,343.085654,8.5,%=0.15,ExcessAir
4,293,333.0000002,342.7104301,8.5,%=0.20,ExcessAir
4,293,333.0000002,342.3616514,8.5,%=0.25,ExcessAir
4,293,333.0000002,342.0366173,8.5,%=0.3,ExcessAir
4,293,333.0000002,341.7329828,8.5,%=0.35,ExcessAir
4,293,333.0000002,341.4487019,8.5,%=0.40,ExcessAir
4,293,333.0000002,341.1819815,8.5,%=0.45,ExcessAir
4,293,333.0000002,340.931243,8.5,%=0.50,ExcessAir
4,293,333.0000002,343.3224341,9,%=0.05,Lean
4,293,333.0000002,342.9089414,9,%=0.1,Nominal
4,293,333.0000002,342.5265853,9,%=0.15,ExcessAir
4,293,333.0000002,342.1721614,9,%=0.20,ExcessAir
4,293,333.0000002,341.8427166,9,%=0.25,ExcessAir
4,293,333.0000002,341.5357002,9,%=0.3,ExcessAir
4,293,333.0000002,341.2488972,9,%=0.35,ExcessAir
4,293,333.0000002,340.9803749,9,%=0.40,ExcessAir
4,293,333.0000002,340.7284396,9,%=0.45,ExcessAir
4,293,333.0000002,340.4916004,9,%=0.50,ExcessAir
4,293,333.0000002,342.780513,9.5,%=0.05,Lean
4,293,333.0000002,342.388517,9.5,%=0.1,Nominal
4,293,333.0000002,342.026243,9.5,%=0.15,ExcessAir
4,293,333.0000002,341.6904341,9.5,%=0.20,ExcessAir
4,293,333.0000002,341.3782924,9.5,%=0.25,ExcessAir
4,293,333.0000002,341.087401,9.5,%=0.3,ExcessAir
4,293,333.0000002,340.8156613,9.5,%=0.35,ExcessAir
4,293,333.0000002,340.5612423,9.5,%=0.40,ExcessAir
4,293,333.0000002,340.3225391,9.5,%=0.45,ExcessAir
4,293,333.0000002,340.0981391,9.5,%=0.50,ExcessAir
4,293,333.0000002,342.2924667,10,%=0.05,Lean
4,293,333.0000002,341.9200318,10,%=0.1,Nominal
4,293,333.0000002,341.5758356,10,%=0.15,ExcessAir
4,293,333.0000002,341.2567838,10,%=0.20,ExcessAir
4,293,333.0000002,340.9602182,10,%=0.25,ExcessAir
4,293,333.0000002,340.6838426,10,%=0.3,ExcessAir
4,293,333.0000002,340.425663,10,%=0.35,ExcessAir
4,293,333.0000002,340.1839397,10,%=0.40,ExcessAir
4,293,333.0000002,339.957148,10,%=0.45,ExcessAir
4,293,333.0000002,339.7439457,10,%=0.50,ExcessAir
4,293,333.0000002,341.8508131,10.5,%=0.05,Lean
4,293,333.0000002,341.4960797,10.5,%=0.1,Nominal
4,293,333.0000002,341.1682429,10.5,%=0.15,ExcessAir
4,293,333.0000002,340.8643554,10.5,%=0.20,ExcessAir
4,293,333.0000002,340.5818854,10.5,%=0.25,ExcessAir
4,293,333.0000002,340.3186456,10.5,%=0.3,ExcessAir
4,293,333.0000002,340.0727371,10.5,%=0.35,ExcessAir
4,293,333.0000002,339.8425027,10.5,%=0.40,ExcessAir
4,293,333.0000002,339.6264901,10.5,%=0.45,ExcessAir
4,293,333.0000002,339.4234212,10.5,%=0.50,ExcessAir
4,293,333.0000003,341.4492374,11,%=0.05,Lean
4,293,333.0000003,341.1105992,11,%=0.1,Nominal
4,293,333.0000003,340.7976373,11,%=0.15,ExcessAir
4,293,333.0000003,340.5075379,11,%=0.20,ExcessAir
4,293,333.0000003,340.2378842,11,%=0.25,ExcessAir
4,293,333.0000003,339.9865883,11,%=0.3,ExcessAir
4,293,333.0000003,339.7518373,11,%=0.35,ExcessAir
4,293,333.0000003,339.5320493,11,%=0.40,ExcessAir
4,293,333.0000003,339.3258378,11,%=0.45,ExcessAir
4,293,333.0000003,339.1319825,11,%=0.50,ExcessAir
4,293,333.0000003,341.082521,11.5,%=0.05,Lean
4,293,333.0000003,340.7585808,11.5,%=0.1,Nominal
4,293,333.0000003,340.4592024,11.5,%=0.15,ExcessAir
4,293,333.0000003,340.1816944,11.5,%=0.20,ExcessAir
4,293,333.0000003,339.9237446,11.5,%=0.25,ExcessAir
4,293,333.0000003,339.6833558,11.5,%=0.3,ExcessAir
4,293,333.0000003,339.4587937,11.5,%=0.35,ExcessAir
4,293,333.0000003,339.2485452,11.5,%=0.40,ExcessAir
4,293,333.0000003,339.0512839,11.5,%=0.45,ExcessAir
4,293,333.0000003,338.8658426,11.5,%=0.50,ExcessAir
4,293,333.0000003,340.7463137,12,%=0.05,Lean
4,293,333.0000003,340.4358488,12,%=0.1,Nominal
4,293,333.0000003,340.1489239,12,%=0.15,ExcessAir
4,293,333.0000003,339.8829595,12,%=0.20,ExcessAir
4,293,333.0000003,339.6357399,12,%=0.25,ExcessAir
4,293,333.0000003,339.4053507,12,%=0.3,ExcessAir
4,293,333.0000003,339.1901299,12,%=0.35,ExcessAir
4,293,333.0000003,338.9886272,12,%=0.40,ExcessAir
4,293,333.0000003,338.7995716,12,%=0.45,ExcessAir
4,293,333.0000003,338.6218443,12,%=0.50,ExcessAir
4,293,333.0000003,340.4369603,12.5,%=0.05,Lean
4,293,333.0000003,340.1388942,12.5,%=0.1,Nominal
4,293,333.0000003,339.8634281,12.5,%=0.15,ExcessAir
4,293,333.0000003,339.6080855,12.5,%=0.20,ExcessAir
4,293,333.0000003,339.3707389,12.5,%=0.25,ExcessAir
4,293,333.0000003,339.1495507,12.5,%=0.3,ExcessAir
4,293,333.0000003,338.9429251,12.5,%=0.35,ExcessAir
4,293,333.0000003,338.7494697,12.5,%=0.40,ExcessAir
4,293,333.0000003,338.5679643,12.5,%=0.45,ExcessAir
4,293,333.0000003,338.3973347,12.5,%=0.50,ExcessAir
4,295,333,363.805551,3,%=0.05,Lean
4,295,333,362.5740184,3,%=0.1,Nominal
4,295,333,361.4358526,3,%=0.15,ExcessAir
4,295,333,360.3808286,3,%=0.20,ExcessAir
4,295,333,359.4001694,3,%=0.25,ExcessAir
4,295,333,358.4862718,3,%=0.3,ExcessAir
4,295,333,357.6325479,3,%=0.35,ExcessAir
4,295,333,356.8332429,3,%=0.40,ExcessAir
4,295,333,356.083314,3,%=0.45,ExcessAir
4,295,333,355.3783167,3,%=0.50,ExcessAir
4,295,333,359.4370765,3.5,%=0.05,Lean
4,295,333,358.3804825,3.5,%=0.1,Nominal
4,295,333,357.4040052,3.5,%=0.15,ExcessAir
4,295,333,356.4988639,3.5,%=0.20,ExcessAir
4,295,333,355.657513,3.5,%=0.25,ExcessAir
4,295,333,354.8734456,3.5,%=0.3,ExcessAir
4,295,333,354.1410047,3.5,%=0.35,ExcessAir
4,295,333,353.4552466,3.5,%=0.40,ExcessAir
4,295,333,352.8111858,3.5,%=0.45,ExcessAir
4,295,333,352.2051908,3.5,%=0.50,ExcessAir
4,295,333,356.155343,4,%=0.05,Lean
4,295,333,355.2301778,4,%=0.1,Nominal
4,295,333,354.3751631,4,%=0.15,ExcessAir
4,295,333,353.5826131,4,%=0.20,ExcessAir
4,295,333,352.8453219,4,%=0.25,ExcessAir
4,295,333,352.1574747,4,%=0.3,ExcessAir
4,295,333,351.5149148,4,%=0.35,ExcessAir
4,295,333,350.9133119,4,%=0.40,ExcessAir
4,295,333,350.3488713,4,%=0.45,ExcessAir
4,295,333,349.8182526,4,%=0.50,ExcessAir
4,295,333,353.5996929,4.5,%=0.05,Lean
4,295,333,352.7761484,4.5,%=0.1,Nominal
4,295,333,352.0142733,4.5,%=0.15,ExcessAir
4,295,333,351.3080556,4.5,%=0.20,ExcessAir
4,295,333,350.6516114,4.5,%=0.25,ExcessAir
4,295,333,350.0398578,4.5,%=0.3,ExcessAir
4,295,333,349.4683813,4.5,%=0.35,ExcessAir
4,295,333,348.9333309,4.5,%=0.40,ExcessAir
4,295,333,348.4313315,4.5,%=0.45,ExcessAir
4,295,333,347.9594124,4.5,%=0.50,ExcessAir
4,295,333.0000001,351.5500946,5,%=0.05,Lean
4,295,333.0000001,350.8078267,5,%=0.1,Nominal
4,295,333.0000001,350.1218394,5,%=0.15,ExcessAir
4,295,333.0000001,349.4859657,5,%=0.20,ExcessAir
4,295,333.0000001,348.8949076,5,%=0.25,ExcessAir
4,295,333.0000001,348.3440885,5,%=0.3,ExcessAir
4,295,333.0000001,347.8295345,5,%=0.35,ExcessAir
4,295,333.0000001,347.3477782,5,%=0.40,ExcessAir
4,295,333.0000001,346.8957809,5,%=0.45,ExcessAir
4,295,333.0000001,346.4708676,5,%=0.50,ExcessAir
4,295,333.0000001,349.8711254,5.5,%=0.05,Lean
4,295,333.0000001,349.196095,5.5,%=0.1,Nominal
4,295,333.0000001,348.5722471,5.5,%=0.15,ExcessAir
4,295,333.0000001,347.9939731,5.5,%=0.20,ExcessAir
4,295,333.0000001,347.456455,5.5,%=0.25,ExcessAir
4,295,333.0000001,346.9555309,5.5,%=0.3,ExcessAir
4,295,333.0000001,346.4875869,5.5,%=0.35,ExcessAir
4,295,333.0000001,346.0494696,5.5,%=0.40,ExcessAir
4,295,333.0000001,345.6384155,5.5,%=0.45,ExcessAir
4,295,333.0000001,345.2519921,5.5,%=0.50,ExcessAir
4,295,333.0000001,348.471062,6,%=0.05,Lean
4,295,333.0000001,347.8520995,6,%=0.1,Nominal
4,295,333.0000001,347.2800682,6,%=0.15,ExcessAir
4,295,333.0000001,346.7498254,6,%=0.20,ExcessAir
4,295,333.0000001,346.2569533,6,%=0.25,ExcessAir
4,295,333.0000001,345.7976356,6,%=0.3,ExcessAir
4,295,333.0000001,345.3685586,6,%=0.35,ExcessAir
4,295,333.0000001,344.966831,6,%=0.40,ExcessAir
4,295,333.0000001,344.5899186,6,%=0.45,ExcessAir
4,295,333.0000001,344.2355911,6,%=0.50,ExcessAir
4,295,333.0000001,347.2857371,6.5,%=0.05,Lean
4,295,333.0000001,346.7142427,6.5,%=0.1,Nominal
4,295,333.0000001,346.1860803,6.5,%=0.15,ExcessAir
4,295,333.0000001,345.6965016,6.5,%=0.20,ExcessAir
4,295,333.0000001,345.2414276,6.5,%=0.25,ExcessAir
4,295,333.0000001,344.8173348,6.5,%=0.3,ExcessAir
4,295,333.0000001,344.4211634,6.5,%=0.35,ExcessAir
4,295,333.0000001,344.050244,6.5,%=0.40,ExcessAir
4,295,333.0000001,343.7022368,6.5,%=0.45,ExcessAir
4,295,333.0000001,343.3750824,6.5,%=0.50,ExcessAir
4,295,333.0000001,346.2692653,7,%=0.05,Lean
4,295,333.0000001,345.738477,7,%=0.1,Nominal
4,295,333.0000001,345.2479341,7,%=0.15,ExcessAir
4,295,333.0000001,344.7932267,7,%=0.20,ExcessAir
4,295,333.0000001,344.3705663,7,%=0.25,ExcessAir
4,295,333.0000001,343.9766802,7,%=0.3,ExcessAir
4,295,333.0000001,343.608727,7,%=0.35,ExcessAir
4,295,333.0000001,343.264227,7,%=0.40,ExcessAir
4,295,333.0000001,342.9406933,7,%=0.45,ExcessAir
4,295,333.0000001,342.6364055,7,%=0.50,ExcessAir
4,295,333.0000001,345.3879651,7.5,%=0.05,Lean
4,295,333.0000001,344.8924695,7.5,%=0.1,Nominal
4,295,333.0000001,344.4345434,7.5,%=0.15,ExcessAir
4,295,333.0000001,344.01007,7.5,%=0.20,ExcessAir
4,295,333.0000001,343.6155127,7.5,%=0.25,ExcessAir
4,295,333.0000001,343.2478165,7.5,%=0.3,ExcessAir
4,295,333.0000001,342.9039624,7.5,%=0.35,ExcessAir
4,295,333.0000001,342.5819075,7.5,%=0.40,ExcessAir
4,295,333.0000001,342.2797464,7.5,%=0.45,ExcessAir
4,295,333.0000001,341.9956909,7.5,%=0.50,ExcessAir
4,295,333.0000001,344.6165546,8,%=0.05,Lean
4,295,333.0000001,344.151951,8,%=0.1,Nominal
4,295,333.0000001,343.7225746,8,%=0.15,ExcessAir
4,295,333.0000001,343.3245652,8,%=0.20,ExcessAir
4,295,333.0000001,342.9543124,8,%=0.25,ExcessAir
4,295,333.0000001,342.6090462,8,%=0.3,ExcessAir
4,295,333.0000001,342.2865117,8,%=0.35,ExcessAir
4,295,333.0000001,341.9845355,8,%=0.40,ExcessAir
