peak2peak,peak,mean,Std,RMS,skewness,kurtosis,CrestFactor,ShapeFactor,faultType
1.04913,0.55033,0.007923173,0.202258646,0.202364428,0.028664977,-0.681004395,2.719499692,25.54083264,Ball_021_1
0.99927,0.46667,0.008579832,0.182156652,0.182314173,-0.036161288,-0.4972113,2.559702256,21.24915352,Ball_021_1
1.09148,0.5424,0.010472371,0.177240943,0.177506854,0.057514484,-0.026043251,3.055656649,16.95001606,Ball_021_1
1.21665,0.61834,0.010162448,0.187658849,0.187888061,0.027827345,0.264404979,3.291002076,18.48846398,Ball_021_1
1.10045,0.58517,0.011662283,0.171304476,0.171659266,-0.0282176,-0.189691464,3.408904243,14.71918184,Ball_021_1
1.08271,0.56305,0.011646271,0.177546227,0.177884532,0.008482767,-0.473999013,3.165255545,15.27394727,Ball_021_1
1.01742,0.52342,0.010012965,0.176720609,0.176960967,-0.014649847,-0.288132365,2.957827416,17.67318266,Ball_021_1
1.06477,0.59205,0.012990723,0.166051598,0.166518554,0.069804796,0.133325805,3.555459661,12.81826661,Ball_021_1
1.08063,0.55137,0.012829526,0.165838866,0.166294008,-0.045904261,-0.173995728,3.315633599,12.96182056,Ball_021_1
1.17951,0.58996,0.012227918,0.184448616,0.184808555,-0.076752302,-0.106848385,3.192276469,15.1136567,Ball_021_1
1.16241,0.62439,0.010993917,0.148855358,0.149224544,0.021372471,0.53168977,4.18423124,13.57337425,Ball_021_1
0.94023,0.49004,0.009643978,0.165420114,0.165660675,-0.055368862,-0.333396657,2.958094907,17.1776282,Ball_021_1
0.90769,0.44018,0.009917456,0.135584772,0.135913981,-0.023426831,0.117297028,3.238666076,13.70452056,Ball_021_1
1.24501,0.64879,0.011242004,0.209874781,0.210124484,-0.033741043,-0.101147796,3.087645887,18.69101615,Ball_021_1
0.94691,0.49004,0.012748943,0.162503172,0.162962947,0.013065306,-0.373717446,3.007063922,12.78246691,Ball_021_1
1.04412,0.53155,0.01232056,0.168592345,0.169000877,-0.012826781,0.088118252,3.14524995,13.71698021,Ball_021_1
1.21498,0.57244,0.012468664,0.185762824,0.186135555,-0.052032727,0.165399338,3.075393085,14.92826751,Ball_021_1
1.02618,0.5255,0.012723288,0.155177974,0.155660938,-0.012798621,0.092590918,3.375927226,12.23433273,Ball_021_1
0.96861,0.50381,0.012735263,0.191106246,0.191483554,-0.001949898,-0.645643456,2.631087579,15.03569651,Ball_021_1
2.5426,1.2621,0.013344151,0.345752205,0.345925255,-0.020887052,2.122019538,3.648476024,25.92336093,Ball_021_1
3.5465,1.7762,0.012288305,0.485834717,0.485871508,-0.020014833,1.402995867,3.655699027,39.53934194,Ball_021_1
2.5938,1.3406,0.01474186,0.375955774,0.376152963,-0.012529129,0.809626015,3.563975651,25.51597787,Ball_021_1
2.04402,1.046,0.015826881,0.315346726,0.315666741,-0.001204871,0.277425296,3.313621182,19.94497511,Ball_021_1
1.10796,0.57557,0.016674198,0.181392893,0.182113549,0.005827181,-0.154030187,3.160500712,10.92187746,Ball_021_1
0.81027,0.42704,0.015927091,0.144112966,0.144955436,-0.066765728,-0.444375173,2.94600887,9.101186927,Ball_021_1
0.95212,0.50193,0.014770784,0.160219464,0.160859934,-0.064438548,-0.195210577,3.120292222,10.89041282,Ball_021_1
1.06623,0.50589,0.013174988,0.168394892,0.168868511,-0.061872274,0.204047965,2.995762787,12.81735552,Ball_021_1
1.14259,0.63899,0.014640946,0.183899694,0.184436822,-0.05430639,-0.284445994,3.464546789,12.59732992,Ball_021_1
1.07061,0.55846,0.014665405,0.172344503,0.172925414,0.02298978,0.208271855,3.229484831,11.79138339,Ball_021_1
0.95483,0.46104,0.014563048,0.168871022,0.16945672,-0.046924844,-0.174535965,2.720694702,11.63607469,Ball_021_1
1.06999,0.51674,0.014574708,0.166621693,0.167217387,-0.020353964,-0.318052963,3.090228884,11.4731211,Ball_021_1
1.15344,0.59414,0.013114245,0.17868932,0.179126396,-0.056671268,0.233031089,3.31687576,13.6589184,Ball_021_1
0.98133,0.50965,0.012777653,0.157204476,0.157684649,-0.026850322,-0.265398574,3.232083793,12.34065822,Ball_021_1
1.14572,0.57244,0.01336154,0.184985664,0.185422539,-0.040609471,0.174751103,3.087219078,13.87733253,Ball_021_1
1.298,0.66131,0.013965207,0.185768275,0.186247224,-0.057504232,0.375145667,3.550710642,13.33651743,Ball_021_1
1.46448,0.75373,0.012232172,0.190130389,0.190477137,-0.044206347,0.945544223,3.95706283,15.57181647,Ball_021_1
1.18494,0.58079,0.01264733,0.170700397,0.171126715,-0.051963552,0.700338887,3.393917768,13.53065933,Ball_021_1
1.051,0.53593,0.01140588,0.19595661,0.196240509,0.036164417,-0.588904741,2.730985574,17.20520568,Ball_021_1
1.0122,0.53781,0.013261714,0.155539395,0.156065895,-0.030770481,-0.095087818,3.446044375,11.76815423,Ball_021_1
1.16136,0.63523,0.013914035,0.191215599,0.1916746,-0.002562493,-0.017135403,3.3141063,13.7756305,Ball_021_1
1.06894,0.53781,0.013452566,0.158295893,0.158827977,-0.054810738,-0.044445578,3.386116297,11.80651871,Ball_021_1
1.05476,0.523,0.012893722,0.21502447,0.215358295,-0.057103361,-0.628545414,2.428511059,16.70257001,Ball_021_1
1.14613,0.58162,0.014179839,0.179950313,0.180464322,-0.059302465,-0.029826204,3.222908515,12.72682479,Ball_021_1
0.88828,0.47314,0.01333728,0.163901206,0.164403076,-0.013941005,-0.489377579,2.877926689,12.32658242,Ball_021_1
1.49098,0.75352,0.013206379,0.206501663,0.206873207,-0.013945519,-0.099498045,3.642424322,15.66464209,Ball_021_1
3.3804,1.6852,0.014242702,0.471880808,0.471980535,-0.01724802,0.976089796,3.570486231,33.13841277,Ball_021_1
3.4791,1.7682,0.014779636,0.51088914,0.510978185,0.006963293,0.984232388,3.460421702,34.57312318,Ball_021_1
4.9573,2.5157,0.015994425,0.568074198,0.568160668,0.035629527,3.407963734,4.427796825,35.52241986,Ball_021_1
1.17763,0.58558,0.016348733,0.191475986,0.192126085,-0.024698146,-0.282452591,3.047894309,11.75174162,Ball_021_1
1.0026,0.50276,0.015351178,0.162126625,0.162812367,-0.015947118,0.068586143,3.08797182,10.60585522,Ball_021_1
1.27568,0.66986,0.017413959,0.194316852,0.195048322,0.033729038,-0.063945308,3.434328451,11.20068783,Ball_021_1
0.99719,0.49025,0.016049159,0.154735283,0.155527786,-0.131458808,0.384818658,3.152169861,9.690712798,Ball_021_1
0.98216,0.45374,0.016607342,0.161881273,0.162691593,0.006919085,-0.222702749,2.788957872,9.796365357,Ball_021_1
1.10066,0.48837,0.014851469,0.174835524,0.175422635,-0.068627403,-0.118680675,2.78396228,11.81180396,Ball_021_1
1.24502,0.64692,0.013343507,0.184031996,0.184470289,-0.029832183,0.338151036,3.506906195,13.82472301,Ball_021_1
1.06519,0.55888,0.013915211,0.173215202,0.173731083,-2.36E-06,0.084547278,3.216925775,12.48497644,Ball_021_1
0.86972,0.43392,0.01511965,0.151715641,0.152430314,-0.076132353,-0.442434386,2.846677867,10.08160309,Ball_021_1
1.07291,0.51862,0.014024509,0.196772744,0.197223969,-0.01693048,-0.521359713,2.62959925,14.06280722,Ball_021_1
1.31782,0.6732,0.014139891,0.17754732,0.178066266,-0.102259321,0.691764309,3.780615014,12.59318494,Ball_021_1
1.19891,0.60707,0.01412287,0.166635785,0.167192649,-0.038862631,0.828220149,3.630961062,11.83843298,Ball_021_1
1.36434,0.67654,0.014419703,0.222565344,0.222977741,-0.022632115,-0.04758238,3.034114513,15.46340696,Ball_021_1
2.8795,1.4561,0.013233918,0.462979949,0.463056051,0.028334539,0.865598742,3.144543728,34.9900963,Ball_021_1
2.08598,1.1251,0.01448071,0.307455715,0.307721547,-0.009397409,0.174495093,3.656227554,21.25044604,Ball_021_1
1.75758,0.87994,0.013803339,0.275332664,0.275611307,-0.027638204,0.29627842,3.192684687,19.96700223,Ball_021_1
0.98926,0.53364,0.015969116,0.17904451,0.179711703,0.056707369,-0.491651921,2.969422635,11.25370418,Ball_021_1
1.07854,0.58767,0.014309626,0.167443025,0.168012625,0.008401781,-0.022978483,3.497772868,11.74123115,Ball_021_1
1.13821,0.58621,0.013483059,0.193647339,0.194068994,0.026015166,-0.150875888,3.020626772,14.39354301,Ball_021_1
1.07666,0.51945,0.013349357,0.176267772,0.176729629,-0.012904218,-0.169565463,2.939235511,13.23881235,Ball_021_1
1.15072,0.56764,0.010784977,0.172530842,0.172825556,-0.059023471,0.464787744,3.28446796,16.02465627,Ball_021_1
0.91624,0.48315,0.010455821,0.183611164,0.183863869,0.006887094,-0.803794652,2.62775935,17.58483326,Ball_021_1
1.1284,0.62689,0.01178209,0.171642741,0.172004834,0.037388118,-0.067613387,3.644606876,14.59883877,Ball_021_1
1.21122,0.62021,0.012991115,0.192229741,0.192621388,0.051913041,0.220695878,3.219839739,14.82716399,Ball_021_1
1.13924,0.57786,0.014322913,0.185961207,0.186466702,-0.016777579,0.101107953,3.09899834,13.01876904,Ball_021_1
1.04871,0.53906,0.013424337,0.162466728,0.162980864,-0.008898755,0.060382389,3.30750486,12.14070118,Ball_021_1
1.24898,0.65171,0.011698622,0.214196729,0.214463736,0.034774225,-0.386818222,3.038788801,18.33239332,Ball_021_1
1.31281,0.68029,0.012750291,0.165482663,0.165932849,-0.088958205,0.596897494,4.099791001,13.01404442,Ball_021_1
1.15698,0.61792,0.013524856,0.178130269,0.178599611,0.066590326,-0.0423556,3.459805959,13.20528786,Ball_021_1
0.9106,0.47397,0.011537906,0.172958416,0.173300693,-0.024603564,-0.623951278,2.73495733,15.02011652,Ball_021_1
0.87327,0.4285,0.010605894,0.136002881,0.136382686,-0.01594101,-0.048990155,3.141894429,12.85914114,Ball_021_1
1.22874,0.67341,0.008911264,0.180860298,0.181035593,0.01647084,-0.172012044,3.719765751,20.31536673,Ball_021_1
1.44633,0.74684,0.010869164,0.2161071,0.216327561,0.023673436,-0.116725994,3.452357143,19.90287054,Ball_021_1
3.1065,1.5978,0.012006035,0.496065073,0.496089251,0.022634859,0.518012046,3.220791412,41.31998905,Ball_021_1
4.01,2.1005,0.01240917,0.392698124,0.392798301,0.021884309,4.890380889,5.34752822,31.65387356,Ball_021_1
2.3834,1.2287,0.01185071,0.372669726,0.372767153,-0.011797088,0.077524269,3.29615952,31.45525828,Ball_021_1
2.4701,1.2822,0.012688365,0.267846121,0.268081162,0.075884589,3.134930273,4.782879901,21.12810883,Ball_021_1
1.15802,0.59977,0.012175848,0.18349925,0.183858056,0.114224119,0.16878713,3.262136097,15.10022607,Ball_021_1
1.07208,0.55033,0.013514027,0.170714982,0.171207488,0.082745149,-0.558537251,3.214403809,12.66887227,Ball_021_1
1.38979,0.74267,0.012516358,0.211232874,0.211551884,0.036525987,0.569393084,3.510580888,16.90203211,Ball_021_1
1.10941,0.53739,0.012280874,0.184183323,0.184547426,-0.019036023,-0.255418151,2.911934417,15.02722293,Ball_021_1
1.02597,0.56389,0.01336809,0.180387498,0.180838233,0.04687957,-0.44050758,3.118201219,13.52760456,Ball_021_1
1.20183,0.59935,0.012409095,0.194583122,0.194930986,0.074630742,-0.021106331,3.074677928,15.70871865,Ball_021_1
1.02179,0.58391,0.011227304,0.165090056,0.165431167,0.03935217,-0.326534288,3.529625112,14.7347191,Ball_021_1
1.3487,0.69323,0.011968658,0.210414663,0.21070349,0.08554432,0.304966366,3.290073645,17.60460434,Ball_021_1
0.86096,0.43914,0.010827151,0.157666446,0.157999358,0.017276558,-0.480643574,2.779378377,14.59288358,Ball_021_1
0.95775,0.50047,0.009530209,0.185565529,0.185764842,0.024411803,-0.656447638,2.694105055,19.49221136,Ball_021_1
1.30155,0.71659,0.008828165,0.187189827,0.187352231,0.068898729,0.587796155,3.824827682,21.22210361,Ball_021_1
1.24189,0.65568,0.007976287,0.184489642,0.184616982,0.016336586,-0.254303009,3.551569275,23.14572932,Ball_021_1
0.96443,0.49463,0.009372729,0.168035168,0.168255398,0.021210177,-0.027978061,2.939757101,17.95159105,Ball_021_1
1.07959,0.52321,0.010398259,0.179859624,0.180116109,0.022848004,-0.34403141,2.904848454,17.32175571,Ball_021_1
0.91561,0.44477,0.008921814,0.154146643,0.154367044,-0.054127604,-0.109347304,2.881249712,17.30220313,Ball_021_1
2.2328,1.1399,0.008074277,0.280726199,0.280773774,0.068335098,0.969567729,4.059852107,34.77385846,Ball_021_1
2.8707,1.3643,0.007626812,0.453609303,0.453562674,-0.008763492,-0.070906335,3.007963572,59.46949638,Ball_021_1
3.2181,1.6205,0.010895953,0.350511847,0.350595618,0.04286633,3.207795936,4.622134212,32.17668266,Ball_021_1
1.04871,0.54803,0.011769821,0.16472652,0.165106346,0.029483714,0.036611493,3.319254603,14.02794018,Ball_021_1
1.17826,0.5835,0.011101311,0.178305886,0.178607682,0.028210383,-0.071600584,3.26693674,16.08888216,Ball_021_1
1.08584,0.49066,0.011238298,0.167762683,0.168097814,-0.007396277,-0.24801592,2.918895787,14.95758639,Ball_021_1
1.08814,0.59727,0.010979337,0.178339633,0.178633817,0.030478249,0.041021189,3.343543842,16.27000097,Ball_021_1
0.95442,0.48545,0.011631988,0.167154222,0.167517743,0.014634248,-0.500207218,2.89790199,14.40147132,Ball_021_1
1.06749,0.51382,0.012566549,0.17925416,0.179650446,-0.027538373,-0.120261585,2.860109795,14.29592561,Ball_021_1
1.16074,0.5981,0.01409457,0.177285275,0.177801516,0.102779994,0.132958621,3.363863334,12.61489469,Ball_021_1
1.13174,0.59664,0.012061558,0.202065244,0.202375659,0.091346485,-0.047178458,2.948180643,16.7785675,Ball_021_1
1.11192,0.57244,0.011816168,0.167298012,0.16767403,0.018595806,-0.089441217,3.414005144,14.19022111,Ball_021_1
1.20893,0.61458,0.013206897,0.174154391,0.17461204,0.057176122,0.434543233,3.51968856,13.22127659,Ball_021_1
0.9928,0.51194,0.01291547,0.182175299,0.182588182,0.071634806,-0.466285977,2.803795926,14.13716936,Ball_021_1
1.00865,0.51465,0.013854119,0.165995124,0.166531869,-0.059734572,-0.233414721,3.090399463,12.02038652,Ball_021_1
1.12256,0.57536,0.01587188,0.176429305,0.177098891,-0.035144617,-0.438388006,3.248806336,11.15802886,Ball_021_1
1.21498,0.58475,0.013436515,0.165098226,0.16560391,-0.081926934,0.602550786,3.53101567,12.32491502,Ball_021_1
1.22791,0.56723,0.0146088,0.199842162,0.200326749,-0.003079715,-0.303942359,2.831524012,13.7127451,Ball_021_1
0.96213,0.52571,0.014035315,0.164439979,0.164997858,0.048648995,-0.144286926,3.186162565,11.75590687,Ball_021_1
1.33827,0.63774,0.014168512,0.172777407,0.173315328,-0.0273172,1.165867748,3.679651467,12.23242978,Ball_021_1
1.19119,0.59977,0.012020806,0.188359222,0.188696509,0.008529083,0.469423206,3.178490172,15.69749233,Ball_021_1
1.13341,0.59038,0.01174861,0.172475004,0.172832669,0.064043747,0.210488619,3.415905123,14.71090375,Ball_021_1
1.10524,0.57661,0.011001841,0.174597005,0.174900743,0.061214009,-0.134892412,3.29678416,15.89740668,Ball_021_1
0.95296,0.49004,0.011210874,0.183986791,0.18428319,-0.014582377,-0.597391789,2.659168204,16.43789639,Ball_021_1
1.05184,0.54219,0.011568415,0.18940154,0.189708344,-0.020747703,-0.387099091,2.858018733,16.39881852,Ball_021_1
1.18368,0.60436,0.012595178,0.19572912,0.196086259,-0.091629932,-0.11810375,3.082112954,15.56835917,Ball_021_1
1.02263,0.54073,0.011066929,0.171127897,0.171443678,-0.018199317,-0.296286975,3.1539804,15.49153087,Ball_021_1
1.10066,0.57745,0.010170012,0.180850021,0.18109166,-0.047658366,-0.279338056,3.188716702,17.80643574,Ball_021_1
0.97548,0.47147,0.011937293,0.163394096,0.163789784,-0.037412549,-0.157034886,2.878506751,13.72084866,Ball_021_1
1.09044,0.50214,0.011220849,0.175930478,0.176245078,-0.007284853,-0.150649489,2.849100843,15.70692872,Ball_021_1
0.98425,0.50235,0.011507405,0.189191007,0.189494539,0.02957567,-0.534044298,2.650999875,16.467182,Ball_021_1
0.84969,0.4456,0.009450419,0.145327432,0.145598972,-0.042804499,-0.370989297,3.060461178,15.40661562,Ball_021_1
1.21435,0.61083,0.00851383,0.198110231,0.19824476,-0.014524175,0.353729482,3.081191143,23.28502642,Ball_021_1
0.98049,0.49859,0.00955313,0.179078802,0.179289767,0.00065132,-0.37195082,2.780917212,18.76764582,Ball_021_1
1.27422,0.6611,0.010243432,0.170736963,0.171002352,0.0429644,0.285768442,3.866028692,16.69385358,Ball_021_1
1.16679,0.59226,0.007284389,0.194167822,0.194257037,0.026370469,-0.349251273,3.048847074,26.6675823,Ball_021_1
1.02389,0.51445,0.00765215,0.176901585,0.177023856,-0.054754054,-0.241489866,2.906105487,23.13387284,Ball_021_1
1.05831,0.48378,0.006237038,0.166999998,0.167075679,-0.118658231,-0.2004593,2.895574054,26.78766616,Ball_021_1
1.29154,0.70074,0.007582299,0.185420007,0.185529736,0.001545197,0.206525434,3.776968667,24.46879788,Ball_021_1
0.88954,0.47502,0.00873208,0.153678683,0.1538891,-0.030067904,-0.219121757,3.086768334,17.62341868,Ball_021_1
1.29488,0.68551,0.008645439,0.173494177,0.17366714,0.008252646,0.09320869,3.947263707,20.08771794,Ball_021_1
1.05372,0.53823,0.009271935,0.186607778,0.186792474,-0.064171534,-0.268590246,2.881433006,20.14600741,Ball_021_1
1.13236,0.57536,0.007922479,0.181307242,0.181436023,-0.007888828,-0.22518672,3.17114534,22.90142173,Ball_021_1
0.90372,0.49546,0.009052914,0.16607554,0.166281607,0.045212661,-0.527562131,2.979644049,18.36774372,Ball_021_1
1.24606,0.62397,0.010804087,0.185464676,0.185733893,-0.131515738,0.304611708,3.359483778,17.1910779,Ball_021_1
1.1355,0.60791,0.011161016,0.179033358,0.179337282,-0.005617504,0.033623995,3.389758071,16.06818604,Ball_021_1
1.04245,0.5376,0.010344948,0.163795377,0.164081819,-0.096262396,-0.015539838,3.276414194,15.86105862,Ball_021_1
1.37019,0.62543,0.012429116,0.185502573,0.185873304,-0.084307438,0.236474591,3.36481886,14.95466786,Ball_021_1
1.16011,0.63002,0.012839858,0.169498163,0.169942523,0.083773011,0.014005445,3.707253417,13.23554536,Ball_021_1
1.19119,0.58579,0.013311536,0.163728416,0.164228809,-0.135852014,0.642363633,3.566913764,12.33733003,Ball_021_1
1.25127,0.68217,0.012051006,0.186492378,0.186835895,-0.00271685,-0.168697589,3.651172057,15.50375946,Ball_021_1
1.16116,0.55659,0.013168187,0.169722362,0.170191117,0.002225426,0.006239909,3.270382209,12.92441566,Ball_021_1
1.10671,0.53969,0.011916948,0.181520426,0.181866957,-0.072852392,0.175581001,2.967498933,15.26120295,Ball_021_1
1.13695,0.55137,0.013507354,0.185593648,0.186039329,-0.078098089,-0.091112637,2.963728167,13.77318833,Ball_021_1
0.95067,0.49192,0.011776081,0.175344935,0.17569721,-0.043966129,-0.459292893,2.799816802,14.91983746,Ball_021_1
1.20726,0.59414,0.01141814,0.148039799,0.14844344,-0.093165802,0.770877607,4.002467196,13.00066686,Ball_021_1
1.16971,0.56702,0.014225911,0.206941907,0.20737989,-0.042069503,-0.444278914,2.73420918,14.57761793,Ball_021_1
1.04225,0.52947,0.012862992,0.171467435,0.17190748,-0.10706234,-0.373039846,3.079970692,13.3645023,Ball_021_1
1.1236,0.57786,0.012103137,0.159305147,0.159725464,-0.034155724,0.659908296,3.617832648,13.1970303,Ball_021_1
0.98508,0.51695,0.013629995,0.1995048,0.199921252,0.00031913,-0.552669828,2.585768114,14.66774244,Ball_021_1
1.19808,0.59831,0.013306811,0.188625274,0.189048122,-0.01472407,-0.213142882,3.164855563,14.20686882,Ball_021_1
1.29467,0.63148,0.01345419,0.181190111,0.181644822,-0.062314953,0.641964183,3.476454729,13.50098532,Ball_021_1
1.12465,0.53531,0.012005215,0.178717574,0.179076802,-0.043837152,-0.135849169,2.989276082,14.91658395,Ball_021_1
0.92125,0.47794,0.010886332,0.15447782,0.15482331,-0.014635842,-0.398294818,3.087002862,14.22180608,Ball_021_1
1.25002,0.61249,0.00996314,0.202179151,0.202375182,-0.024621979,-0.188956844,3.026507472,20.31238864,Ball_021_1
1.01825,0.52216,0.012427018,0.16240576,0.162840974,-0.036466182,-0.31737036,3.206563966,13.10378558,Ball_021_1
1.08751,0.53322,0.010569165,0.1810542,0.181318296,-0.131420402,-0.029635207,2.940795338,17.15540376,Ball_021_1
1.14655,0.51653,0.013038952,0.17962774,0.180056614,-0.015715538,-0.367350294,2.868708842,13.80913281,Ball_021_1
0.94127,0.51403,0.012423587,0.166940453,0.167361442,0.091254094,-0.346905152,3.071376499,13.47126583,Ball_021_1
1.37811,0.73391,0.011062267,0.165005692,0.165335894,-0.013304386,1.111645728,4.438903038,14.94593269,Ball_021_1
1.04704,0.4915,0.012814122,0.153923987,0.154418998,-0.043952199,0.142102799,3.182898521,12.05068898,Ball_021_1
1.65202,0.83133,0.012642481,0.214409507,0.214729649,-0.010508314,0.963810322,3.871519392,16.98477125,Ball_021_1
1.0193,0.51737,0.013456134,0.178656646,0.179119178,0.008405201,-0.247358869,2.888412099,13.31134017,Ball_021_1
1.05518,0.52801,0.012240639,0.163445528,0.163863448,-0.059316806,0.121062365,3.222256126,13.38683814,Ball_021_1
1.3804,0.63356,0.011772154,0.204272357,0.204561494,-0.027434778,0.134063011,3.097161573,17.37672531,Ball_021_1
0.91519,0.45582,0.013030854,0.15417026,0.15468247,-0.039542641,-0.142694601,2.946810977,11.87047803,Ball_021_1
1.04558,0.54365,0.014332974,0.169169206,0.169734147,-0.07689328,-0.192670385,3.202950079,11.84221445,Ball_021_1
1.14071,0.61875,0.012830318,0.191440766,0.191823587,-0.027359838,-0.347137728,3.22562,14.9508049,Ball_021_1
0.99196,0.50276,0.010936349,0.146813559,0.147184579,-0.012037224,0.344920638,3.415846973,13.45829169,Ball_021_1
1.20893,0.61542,0.012915536,0.191164836,0.191554071,-0.025133429,0.010024104,3.212774325,14.83129069,Ball_021_1
0.8985,0.48023,0.010789899,0.171296341,0.171594087,0.051460241,-0.38672954,2.798639551,15.90321508,Ball_021_1
1.10587,0.55283,0.011334415,0.175872204,0.176194206,0.000651252,0.067213905,3.137617366,15.54506444,Ball_021_1
1.14175,0.52988,0.011710127,0.195940734,0.196242584,-0.033699617,-0.41267604,2.700127506,16.75836483,Ball_021_1
1.15135,0.60165,0.011141587,0.178482246,0.178786164,-0.002791514,0.39389384,3.365193299,16.04674161,Ball_021_1
1.12152,0.62084,0.011161976,0.171657103,0.171977798,-0.005855709,0.155826478,3.610000873,15.40746879,Ball_021_1
0.97048,0.51883,0.010374008,0.14925231,0.149576051,0.066544086,0.239444581,3.468670259,14.41834739,Ball_021_1
1.07646,0.52759,0.009648457,0.183076691,0.18328612,-0.021720183,-0.141340568,2.878504937,18.99641791,Ball_021_1
1.0316,0.53927,0.011490419,0.174581332,0.17491652,-0.023295765,-0.36439711,3.083013537,15.22281476,Ball_021_1
0.99113,0.49734,0.011078703,0.167653309,0.167978109,-0.017713588,-0.211646027,2.960742938,15.16225414,Ball_021_1
1.24251,0.62689,0.010357441,0.185812403,0.186055549,0.022868571,-0.214837202,3.369370083,17.96346696,Ball_021_1
1.02805,0.50589,0.010212011,0.1725125,0.172772441,-0.051400972,-0.321754241,2.928071155,16.91855177,Ball_021_1
1.07374,0.54219,0.010281925,0.179851434,0.180101255,-0.014559872,0.117911054,3.010473188,17.51629721,Ball_021_1
0.896,0.43392,0.008461736,0.17564452,0.175805388,-0.012193016,-0.477370678,2.468183735,20.77651642,Ball_021_1
1.12903,0.61917,0.008349578,0.161875044,0.162050766,0.043811388,0.157927109,3.820839707,19.40825784,Ball_021_1
1.15761,0.60436,0.009079061,0.186769449,0.18694444,-0.002339319,-0.042012637,3.232832171,20.59072456,Ball_021_1
1.0535,0.49504,0.00904052,0.18507194,0.185247482,-0.050540308,-0.167245668,2.672317022,20.49079866,Ball_021_1
1.0291,0.50756,0.009629925,0.178085201,0.178301959,-0.000702728,-0.23416853,2.846631647,18.51540398,Ball_021_1
1.13675,0.57265,0.008703567,0.18762748,0.187783476,-0.01650404,-0.181249862,3.049522843,21.57546241,Ball_021_1
2.6525,1.3414,0.009948538,0.334704388,0.334770519,0.027300135,1.569504992,4.006923925,33.6502223,Ball_021_1
2.7972,1.4276,0.009331114,0.339397042,0.339442449,-0.001628272,2.117782161,4.205720302,36.37748393,Ball_021_1
5.4864,2.6653,0.009097613,0.67136866,0.671266384,0.004173959,1.896965236,3.970554853,73.78488903,Ball_021_1
4.6993,2.2754,0.008959933,0.564450646,0.56438395,0.009862092,1.295135096,4.031652565,62.98975093,Ball_021_1
3.3671,1.7426,0.011415653,0.346466495,0.346569959,0.013300076,3.617733842,5.028133444,30.35918818,Ball_021_1
1.0483,0.54157,0.011476748,0.183256389,0.183570755,-0.01143343,-0.376362315,2.950197602,15.99501426,Ball_021_1
1.12381,0.57849,0.010273996,0.160299645,0.16058949,0.103974629,0.127445493,3.602290527,15.63067416,Ball_021_1
0.988,0.52759,0.009137839,0.172539194,0.172738928,0.055854604,-0.401895184,3.054262319,18.90369617,Ball_021_1
0.9588,0.47961,0.008720728,0.163156883,0.163349997,-0.020281427,-0.366666498,2.936088208,18.73123308,Ball_021_1
1.41462,0.71159,0.011178742,0.197424708,0.197692813,0.017753678,0.326760991,3.599473295,17.68470948,Ball_021_1
1.11401,0.59873,0.010974491,0.168155011,0.16847178,-0.020694494,-0.20044853,3.553888973,15.35121627,Ball_021_1
1.2663,0.64108,0.011080867,0.195233436,0.195500048,0.049590119,0.045792356,3.279180785,17.64302779,Ball_021_1
0.98716,0.47543,0.012748387,0.165899097,0.166347808,-0.056920317,-0.074148619,2.858047887,13.04853737,Ball_021_1
1.20184,0.65443,0.011521182,0.187505091,0.187813018,0.05553901,-0.111651374,3.484476243,16.30154081,Ball_021_1
3.0243,1.5481,0.02100252,0.280502949,0.281219827,-0.098845525,4.763375371,5.504946131,13.38981346,IR_007_1
2.7571,1.3625,0.020944632,0.297104477,0.297769453,-0.152183842,3.83959946,4.575687629,14.21698175,IR_007_1
2.9715,1.5725,0.020946802,0.269233012,0.269981091,-0.109635666,4.939859087,5.824481987,12.8888928,IR_007_1
2.5942,1.4328,0.022287235,0.275883531,0.27671516,0.212484836,4.406845922,5.177887624,12.41585858,IR_007_1
2.8017,1.5168,0.020553454,0.269620513,0.270337141,-0.065629071,4.565570151,5.610771781,13.15288104,IR_007_1
2.7861,1.2853,0.021540099,0.291242969,0.291967508,-0.217454999,4.218738167,4.40220218,13.55460389,IR_007_1
2.7614,1.4482,0.021671309,0.258546988,0.25939073,0.019593257,4.564335657,5.583083106,11.96931532,IR_007_1
2.5741,1.3458,0.022640507,0.30077925,0.30155692,0.146702053,3.647269989,4.462839057,13.31935352,IR_007_1
3.0028,1.569,0.021686562,0.265541558,0.266361026,-0.104019037,5.060621882,5.890501415,12.28230745,IR_007_1
2.7476,1.3981,0.023170566,0.289346046,0.290201878,-0.146380143,4.043338423,4.817680745,12.52459177,IR_007_1
2.9951,1.5473,0.023309533,0.272529806,0.273458522,-0.08294372,5.006185673,5.658262125,11.73161719,IR_007_1
2.8213,1.5066,0.02294776,0.29400896,0.29483158,0.141499396,3.963528222,5.110036043,12.84794606,IR_007_1
3.0057,1.526,0.021770925,0.280698735,0.28147341,-0.259411162,5.071653482,5.421471253,12.9288679,IR_007_1
2.5598,1.2776,0.023507482,0.274953002,0.275889183,-0.196752964,4.028113677,4.630844836,11.73622851,IR_007_1
2.7485,1.4595,0.022695554,0.262601081,0.263516117,-0.137573153,4.634432973,5.538560654,11.61091362,IR_007_1
2.5405,1.3716,0.023684943,0.290279896,0.291173919,0.189247041,4.038483573,4.710586738,12.29362953,IR_007_1
